uri,count(*)
http://acm.rkbexplorer.com/ontologies/acm#D.2.10,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.10.0,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.10.1,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.11,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.11.0,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.11.1,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.11.2,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.11.3,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.11.4,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.12,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.12.0,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.12.1,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.12.2,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.13,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.13.0,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.13.1,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.13.2,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.2,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.2.0,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.2.1,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.2.10,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.2.11,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.2.12,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.2.2,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.2.3,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.2.4,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.2.5,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.2.6,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.2.7,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.2.8,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.2.9,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.3,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.3.0,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.3.1,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.3.2,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.3.3,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.3.4,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.3.5,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.3.6,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.4,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.4.0,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.4.1,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.4.2,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.4.3,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.4.4,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.4.5,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.4.6,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.4.7,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.4.8,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.5,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.5.0,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.5.1,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.5.2,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.5.3,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.5.4,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.5.5,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.5.6,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.5.7,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.5.8,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.5.9,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.6,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.6.0,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.6.1,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.6.2,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.6.3,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.7,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.7.0,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.7.1,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.7.2,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.7.3,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.7.4,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.7.5,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.7.6,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.8,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.8.0,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.8.1,27
